Date,Close,High,Low,Open,Volume,RSI,OBV,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,SMA_50,EMA_12,EMA_26
2015-01-02,6.1579999923706055,6.23799991607666,6.102000236511231,6.179999828338623,6307500,61.72839627301951,0.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-05,6.104000091552734,6.197999954223633,6.061999797821045,6.125999927520752,9120500,61.72839627301951,-9120500.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-06,5.989999771118164,6.151999950408936,5.909999847412109,6.107999801635742,10918000,61.72839627301951,-20038500.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-07,6.076000213623047,6.131999969482422,5.99399995803833,6.050000190734863,7066000,61.72839627301951,-12972500.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-08,6.242000102996826,6.296000003814697,6.159999847412109,6.177999973297119,7181000,61.72839627301951,-5791500.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-09,6.214000225067139,6.2820000648498535,6.159999847412109,6.26200008392334,6755000,61.72839627301951,-12546500.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-12,6.168000221252441,6.27400016784668,6.159999847412109,6.242000102996826,6461000,61.72839627301951,-19007500.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-13,6.179999828338623,6.335999965667725,6.118000030517578,6.211999893188477,6494000,61.72839627301951,-12513500.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-14,6.184000015258789,6.202000141143799,6.0879998207092285,6.0980000495910645,5107500,61.72839627301951,-7406000.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
2015-01-15,6.053999900817871,6.21999979019165,6.046000003814697,6.197999954223633,5757000,61.72839627301951,-13163000.0,5.8760542286359065,6.187800002098084,6.499545775560261,10.07614251774376,0.16671563704486136,0.030975807687006807,0.0497661496300012,0.09287155699891564,6.187800002098084,6.440400009155273,6.1468333800633745,6.195307694948637
