Date,Close,High,Low,Open,Volume
2015-01-02,96.7955322265625,97.70580869711577,96.05649772229386,97.03886992110341,394000
2015-01-05,93.54195404052734,95.61485185529115,93.41577795076265,95.37151421819671,678700
2015-01-06,90.77510070800781,92.55959543984305,90.61287328910618,92.47848516843358,1081300
2015-01-07,91.2888412475586,91.3969951776897,90.31547650463153,90.55882112840546,855100
2015-01-08,93.19949340820312,93.95655007954755,91.79352021329113,91.87463735726799,481600
2015-01-09,92.00981903076172,93.04627153420789,91.00041015874365,93.04627153420789,440600
2015-01-12,93.23554229736328,94.21792135965512,92.46947104531422,94.1368042117934,1115500
2015-01-13,93.23554229736328,94.9209045527374,92.70380106836922,93.8213639169594,809200
2015-01-14,92.92911529541016,93.59604717780307,92.17205172192195,92.78491009052378,592800
2015-01-15,91.89265441894531,92.6767546783908,91.27078156227883,91.46906026301782,1283000
2015-01-16,92.86602020263672,92.93812279961809,91.23473848340528,91.73042836646748,633700
2015-01-20,93.56001281738281,93.82137964150279,92.63171399010935,92.92913212197867,947000
2015-01-21,96.06549835205078,96.46205577077718,93.95654890027632,94.68656880649327,1569100
2015-01-22,96.97579193115234,97.29123226278722,95.89428025809465,96.21873513522867,589400
2015-01-23,94.911865234375,96.1015303758528,94.88482848417247,95.97535429085372,974600
2015-01-26,96.72342681884766,96.7504635756705,95.85821622010378,96.43502328593303,995200
2015-01-27,95.8311767578125,96.74144630020186,95.64191258931325,96.37193250725069,911900
2015-01-28,94.30804443359375,96.53416242128311,94.25397092007339,96.41700084996148,753700
2015-01-29,95.65995025634766,95.93933928221153,94.57843858273998,95.77711184356204,632600
2015-01-30,93.67716217041016,95.76808946060207,93.55999372511367,95.48869360158024,1073800
2015-02-02,92.87505340576172,93.01925175261319,91.46007231710914,92.81196533974855,1177900
2015-02-03,93.63209533691406,93.66814663692584,92.66774540886668,93.10035413292567,716800
2015-02-04,91.78450012207031,92.74885686708161,91.61326505261465,92.44242427380807,789900
2015-02-05,92.92008972167969,93.06429490944923,91.5952337823947,92.43340752708019,569900
2015-02-06,90.83816528320312,92.15400650697497,90.52272507135388,91.50509699912455,964800
2015-02-09,88.90949249267578,90.00001862397893,88.83738988661864,89.10777122129144,798800
2015-02-10,92.01882934570312,92.26217388479724,91.09053078238409,91.29782402397974,679400
2015-02-11,93.20850372314453,93.54197310037297,92.53255730049848,92.78490953144646,715300
2015-02-12,93.76727294921875,93.8213464536732,92.91107016422843,93.56899426477717,443500
2015-02-13,94.16385650634766,94.31706939563348,93.57803483286753,94.20891548056407,359100
2015-02-17,92.80296325683594,93.12741817592723,91.90170112071219,92.38838349934915,493700
2015-02-18,93.46988677978516,93.79434166925832,93.0643216059856,93.36173285793285,311900
2015-02-19,94.27198791503906,94.78570689329831,93.46986542049535,93.55999023006883,275400
2015-02-20,94.49732208251953,94.68658628291286,92.46948252334063,92.46948252334063,582500
2015-02-23,94.74065399169922,95.27239521548151,94.64151463199698,95.20029261277395,452200
2015-02-24,99.81475830078125,99.90488311816132,97.22813409786781,97.81395572496254,2153800
2015-02-25,98.21050262451172,99.08472769897693,97.71480586803699,98.85941224168516,1152300
2015-02-26,97.25518035888672,97.94013449034549,96.89467420354458,96.975784478553,608300
2015-02-27,97.04788208007812,97.72382850795495,96.20970823446756,96.91269141928623,686800
2015-03-02,99.07572174072266,99.38214748867318,98.22853334754677,98.47187791311471,600500
2015-03-03,97.77791595458984,99.1027722421855,97.39037300567468,99.03066962934463,651300
2015-03-04,97.7959213256836,98.12037612868819,96.7234175670805,97.54356911803156,536600
2015-03-05,98.552978515625,98.95855045975502,97.98518604514136,98.42680241107308,402500
2015-03-06,96.72342681884766,97.67876223236186,96.1466197530184,97.57061520507051,652500
2015-03-09,97.27320098876953,97.50753101733937,96.4981151740317,96.84059223418541,506000
2015-03-10,95.66895294189453,96.61527381996619,95.49771097896993,96.42600964435185,626000
2015-03-11,96.1466293334961,97.31827267050599,95.81315992192663,96.18268063821307,551100
2015-03-12,94.4522476196289,96.12859526376802,93.92951407982585,96.09254396349722,1529800
2015-03-13,95.06510925292969,95.29943239865317,94.34409697479504,94.72262532657852,1429100
2015-03-16,97.1650619506836,97.33630394500778,96.03848435872749,96.30886573123053,420100
2015-03-17,96.22772979736328,96.66033853375994,95.80414248132983,96.09254601356675,694400
2015-03-18,96.27278137207031,96.75044900689979,94.09172955307305,95.51572479069867,1703300
2015-03-19,96.56120300292969,96.85862109123788,95.82216849251964,95.94834461312017,641200
2015-03-20,99.28301239013672,99.7516655440958,97.98519307750774,98.58002234507437,747800
2015-03-23,99.7877197265625,100.2203215925446,99.07572199288084,99.45425034463585,562600
2015-03-24,99.49028778076172,100.40056410785965,99.32806038460646,100.23833671170439,628600
2015-03-25,94.29903411865234,98.90448317294958,94.13680669473273,98.86843187029156,1733200
2015-03-26,89.29703521728516,91.0364710472776,88.70219903268948,91.0364710472776,4330300
2015-03-27,91.80252838134766,92.03685837690514,90.08111502626612,90.1171663237428,1260200
2015-03-30,92.9381332397461,93.21752223933122,91.54117448965476,91.54117448965476,990600
2015-03-31,91.05448913574219,92.12699300272963,91.00041562180422,91.45104657417438,1224100
2015-04-01,90.43260955810547,91.13559956791647,89.72061875677238,91.13559956791647,641600
2015-04-02,90.79312133789062,91.93772779465387,90.55879819607101,91.57722166159263,498700
2015-04-06,90.33348083496094,91.20769907855883,90.12618757805514,90.95534685351346,916400
2015-04-07,90.27938842773438,91.80252299537416,90.23432946559353,90.96434928744146,1161800
2015-04-08,90.0991439819336,90.28840813634933,89.40516853966068,89.94593112494209,630400
2015-04-09,90.79312133789062,90.90127524063377,89.66654396962586,90.40557844816425,1609700
2015-04-10,90.14421844482422,90.64892981945462,89.75667552598736,89.88285852670728,846300
2015-04-13,89.95496368408203,91.01845318609288,89.75668493142317,90.47769732725838,1037700
2015-04-14,90.0991439819336,91.00040578929341,89.7386378837733,90.90126644039728,1137300
2015-04-15,86.64730834960938,90.19828201932108,86.42199290104557,90.18025293283017,4129100
2015-04-16,85.72802734375,86.6382968370105,84.86281681612937,85.46666058914344,2293600
2015-04-17,85.16925048828125,85.7190208034245,84.67355368738728,85.39456596576348,1671200
2015-04-20,86.59324645996094,86.73744479082539,85.56580842675177,85.61086739686071,1129100
2015-04-21,88.09834289550781,88.99059017190872,87.50350679385254,88.47687120960735,2396700
2015-04-22,97.1650619506836,100.22033982998184,95.87625691044245,98.97660064385252,4849300
2015-04-23,97.95816802978516,98.20150574194719,96.84961275506562,98.09335182760667,1357000
2015-04-24,97.30529022216797,98.24964301311549,96.7967845719168,98.12251833249658,1748100
2015-04-27,99.62076568603516,100.71041454072953,99.20306938312335,99.49364102548697,4075600
2015-04-28,99.69339752197266,99.92040680490061,98.85800502346345,99.65707520537137,1076200
2015-04-29,97.74111938476562,99.14857975440198,97.24169617546919,98.78536350471127,2160600
2015-04-30,97.19629669189453,98.68547705332399,96.65147579123534,98.08616921315736,1989500
2015-05-01,98.40399932861328,98.56744631081082,97.53228439948455,97.61400442669611,637400
2015-05-04,97.96815490722656,99.40285566739098,97.85011253877339,99.40285566739098,676900
2015-05-05,95.74347686767578,97.45966720011896,95.36209584997344,97.45966720011896,1636800
2015-05-06,96.07035064697266,97.45964662973917,95.85241670349072,97.33252195992883,1305500
2015-05-07,96.45172119140625,96.76953285451481,95.62540393954932,96.00678486305426,1104600
2015-05-08,97.83193969726562,98.3495206966825,97.28711868647548,97.40516104501793,951900
2015-05-11,98.63101196289062,98.86709666796884,97.58676770411505,97.63216541150332,459800
2015-05-12,98.64009094238281,98.91250490773852,97.94998757162489,98.3858416028641,483600
2015-05-13,98.59471893310547,99.25758246566527,97.97725312142175,98.87620835697798,468900
2015-05-14,100.41077423095703,100.8466282898436,99.33928985517915,99.79330854105494,729100
2015-05-15,100.83755493164062,101.23708667235738,100.42893394947116,100.87387033079857,795100
2015-05-18,100.810302734375,101.01915437140886,99.52997368366134,99.84778536803884,554700
2015-05-19,100.99190521240234,101.46408153960017,100.41076191995523,100.76489589729724,476500
2015-05-20,101.37328338623047,101.95442670268109,100.9283470500237,101.20075408273661,531600
2015-05-21,101.27339172363281,101.5367233531483,100.83753773033253,101.09178704772008,365900
2015-05-22,100.77400207519531,101.12813613640411,100.29273639386753,100.78307746195112,253200
2015-05-26,98.94882202148438,100.35627562764623,98.4312410567817,100.22915096458063,541400
2015-05-27,102.18143463134766,102.52649323362184,99.4482404621495,99.52996742028932,588500
2015-05-28,103.33464813232422,103.64337749084828,102.1541968641178,103.23476347450175,588100
2015-05-29,101.97260284423828,103.40729667187632,101.24617015274957,102.85339330336569,542600
2015-06-01,101.36419677734375,102.01798471258483,100.25639714015693,101.8727023535171,856200
2015-06-02,99.92949676513672,101.16442791301495,99.92949676513672,101.12810559363335,735800
2015-06-03,101.44593811035156,102.53558020499763,101.19168875011918,101.9271968176165,1029300
2015-06-04,100.4198226928711,103.22566102174649,100.22006034397582,101.76372069096881,1372200
2015-06-05,99.06685638427734,99.89317355535174,98.74904475223873,99.52087498083937,997100
2015-06-08,97.88642120361328,98.61284686833999,97.27803096308918,98.22239056223107,803100
2015-06-09,98.29503631591797,98.68549262643168,97.3869990289349,98.54020333518253,844100
2015-06-10,98.96698760986328,99.94766959837214,98.38584426728953,98.91250758642671,497000
2015-06-11,99.88411712646484,101.51858726873549,99.4028583978451,100.79215455488725,872700
2015-06-12,97.9863052368164,98.64916856507826,97.12366567272036,97.75021360658464,583600
2015-06-15,98.4130859375,98.55837523947946,96.42448884302655,96.6878205070329,841800
2015-06-16,99.16675567626953,99.47549196997328,97.8228643115121,98.3222806848277,538400
2015-06-17,97.90457916259766,98.45848245711106,97.39608050315242,98.04078614002752,557600
2015-06-18,98.91249084472656,100.12018196351026,97.25078113341732,97.29618576377945,1387500
2015-06-19,98.80352020263672,99.11225643647907,98.40398856700513,98.93972716086795,479900
2015-06-22,101.61845397949219,102.60821127620521,101.06455069183231,101.6729339986802,709000
2015-06-23,100.80123138427734,101.81822881499833,100.76490905778367,101.64570642387268,479800
2015-06-24,99.85686492919922,100.79214225792335,99.6934179349132,100.38352823609578,404900
2015-06-25,100.12019348144531,100.87385916663204,99.79329950299876,100.64684984425386,395600
2015-06-26,98.77628326416016,100.91925156171122,98.24054465365933,100.4743152835933,869400
2015-06-29,94.9443588256836,96.7785976832971,94.46310026166596,96.08848753395326,1043600
2015-06-30,94.55392456054688,96.06126985179213,93.7276141937242,95.98862520281705,754300
2015-07-01,95.93415069580078,97.97723480321255,95.58001667140478,97.83194549690884,1305400
2015-07-02,94.98069763183594,95.64356789117241,94.17254501086214,95.63448557864051,942800
2015-07-06,92.54715728759766,93.62772386036086,91.66636002352425,91.79348468764054,720300
2015-07-07,90.94902038574219,91.38487441542344,88.36110850743832,90.14086080548236,1286700
2015-07-08,88.20674896240234,89.47800265723549,87.8798549572231,89.07846400028858,784400
2015-07-09,90.45868682861328,92.72878029214003,90.07730586163143,92.3928039655389,1683600
2015-07-10,93.25543975830078,94.56301585291395,92.29292231519703,94.41773346894342,2272000
